1.0000,69.9293,68.1775,6.2990,1.7518,0.1238
2.0000,66.6497,64.9436,6.0592,1.7061,0.1048
3.0000,64.6120,62.9310,5.9330,1.6811,0.1429
4.0000,62.4085,60.7631,5.8284,1.6454,0.1238
5.0000,58.4896,56.8442,5.5523,1.6455,0.1619
6.0000,56.8873,55.2701,5.4552,1.6172,0.1333
7.0000,56.2632,54.6861,5.4916,1.5771,0.1714
8.0000,51.9976,50.4192,5.2797,1.5784,0.1905
9.0000,50.8371,49.2763,5.2539,1.5608,0.2381
10.0000,47.6787,46.1284,5.0811,1.5503,0.2190
11.0000,47.1072,45.5649,5.0795,1.5423,0.2857
12.0000,46.1287,44.5765,5.0480,1.5521,0.2952
13.0000,43.8097,42.2951,4.9409,1.5146,0.3333
14.0000,45.2511,43.6877,4.9073,1.5634,0.2952
15.0000,42.5024,41.0080,4.8487,1.4943,0.3524
16.0000,42.9665,41.4032,4.8804,1.5633,0.2571
17.0000,41.7591,40.2724,4.7592,1.4867,0.4095
18.0000,38.4387,36.8965,4.5697,1.5421,0.3143
19.0000,39.7849,38.3146,4.6474,1.4703,0.4095
20.0000,37.3302,35.8451,4.6123,1.4850,0.3905
21.0000,39.8292,38.3678,4.5568,1.4614,0.4000
22.0000,38.0880,36.5936,4.6127,1.4943,0.3905
23.0000,39.5093,38.0065,4.7006,1.5029,0.3429
24.0000,38.5874,37.1581,4.7599,1.4292,0.4381
25.0000,36.1465,34.6440,4.4565,1.5026,0.3714
26.0000,40.7817,39.3256,4.6863,1.4561,0.3810
27.0000,37.0075,35.5423,4.4840,1.4652,0.3905
28.0000,35.7656,34.2725,4.6195,1.4930,0.3905
29.0000,32.1786,30.6942,4.4230,1.4845,0.3905
30.0000,37.2395,35.7589,4.6365,1.4805,0.3810
31.0000,32.7475,31.2751,4.1817,1.4724,0.4095
32.0000,34.0154,32.5363,4.6022,1.4791,0.3810
33.0000,33.1708,31.6922,4.4711,1.4786,0.4190
34.0000,33.7357,32.2362,4.3388,1.4996,0.3619
35.0000,33.3757,31.9292,4.5048,1.4465,0.4381
36.0000,33.7134,32.3249,4.4237,1.3885,0.4857
37.0000,33.2798,31.8360,4.5212,1.4438,0.4000
38.0000,33.1254,31.6995,4.3556,1.4259,0.4381
39.0000,34.1458,32.7135,4.3635,1.4322,0.4095
40.0000,33.7910,32.3767,4.4814,1.4143,0.4190
41.0000,30.4322,29.0321,4.2178,1.4002,0.4095
42.0000,33.1356,31.6630,4.3152,1.4726,0.4095
43.0000,33.1311,31.6845,4.3807,1.4466,0.4381
44.0000,30.3298,28.8686,4.2540,1.4612,0.4095
45.0000,31.1595,29.7290,4.1360,1.4305,0.4381
46.0000,30.7679,29.3366,4.2827,1.4313,0.4762
47.0000,25.2409,23.8200,3.9011,1.4209,0.4095
48.0000,27.9526,26.5041,4.0200,1.4485,0.3905
49.0000,28.7218,27.2707,4.0327,1.4511,0.4667
50.0000,34.7687,33.2750,4.4101,1.4936,0.3810
51.0000,29.9099,28.4297,4.1714,1.4802,0.3619
52.0000,28.7211,27.2892,4.0275,1.4318,0.4000
53.0000,33.2645,31.8202,4.4557,1.4443,0.3905
54.0000,29.7362,28.2805,4.1773,1.4556,0.3524
55.0000,25.6189,24.2038,3.8255,1.4151,0.3429
56.0000,30.3671,28.9352,4.2662,1.4319,0.4286
57.0000,28.8075,27.4124,4.2705,1.3951,0.4476
58.0000,27.3028,25.8841,3.9290,1.4187,0.4000
59.0000,29.9836,28.5814,4.3058,1.4022,0.4571
60.0000,33.5120,32.0673,4.5687,1.4446,0.4190
61.0000,28.5104,27.0545,4.0052,1.4559,0.4190
62.0000,30.2681,28.8104,4.2212,1.4576,0.3619
63.0000,29.3394,27.8953,4.2244,1.4441,0.3524
64.0000,29.0479,27.5857,4.1243,1.4622,0.3905
65.0000,25.3892,23.9876,3.8233,1.4016,0.3810
66.0000,26.9915,25.5984,4.0276,1.3931,0.3905
67.0000,32.1199,30.6518,4.1603,1.4682,0.3429
68.0000,29.9888,28.5662,4.3199,1.4226,0.4190
69.0000,30.8077,29.3950,4.2832,1.4127,0.4286
70.0000,25.6006,24.1858,3.7909,1.4149,0.3714
71.0000,29.5872,28.1507,4.2409,1.4365,0.3905
72.0000,29.3832,27.9334,4.2678,1.4498,0.3714
73.0000,26.8713,25.4508,3.8805,1.4205,0.4190
74.0000,28.5946,27.1834,4.0518,1.4112,0.4190
75.0000,28.5936,27.1388,4.1130,1.4548,0.4381
76.0000,32.6140,31.1826,4.2931,1.4314,0.3905
77.0000,29.4362,28.0911,4.0368,1.3450,0.4571
78.0000,29.4824,28.0624,4.2472,1.4200,0.4571
79.0000,28.3228,26.9082,4.1976,1.4146,0.4286
80.0000,27.9468,26.5652,3.9223,1.3815,0.4190
81.0000,26.9721,25.5596,4.2393,1.4125,0.4286
82.0000,27.9323,26.4791,4.0132,1.4531,0.3905
83.0000,28.3322,26.9135,4.0383,1.4187,0.4000
84.0000,29.5809,28.1668,4.1034,1.4141,0.4000
85.0000,27.6503,26.2181,3.9591,1.4322,0.4190
86.0000,25.9873,24.5602,3.9760,1.4271,0.4095
87.0000,28.7491,27.3009,4.1228,1.4481,0.4476
88.0000,28.5427,27.1299,4.1559,1.4128,0.3905
89.0000,29.4383,28.0168,4.1646,1.4215,0.4095
90.0000,24.1626,22.7608,3.6770,1.4018,0.4381
91.0000,29.2742,27.8592,4.2360,1.4150,0.4571
92.0000,26.2136,24.7981,3.8801,1.4155,0.3714
93.0000,26.0907,24.6564,3.9328,1.4343,0.3810
94.0000,28.3527,26.9481,4.2018,1.4047,0.4952
95.0000,26.6278,25.2308,3.9115,1.3970,0.4000
96.0000,24.4695,23.0406,3.7994,1.4289,0.4476
97.0000,26.4140,25.0352,3.8650,1.3788,0.4286
98.0000,26.2436,24.8590,3.8436,1.3847,0.4286
99.0000,25.1162,23.6906,3.8428,1.4255,0.3714
100.0000,28.5560,27.1979,3.8496,1.3581,0.4286
101.0000,25.9349,24.4918,3.9017,1.4431,0.4190
102.0000,26.1229,24.6473,3.8762,1.4756,0.3619
103.0000,28.9768,27.5835,3.9710,1.3933,0.4190
104.0000,26.6223,25.2588,3.9973,1.3636,0.4286
105.0000,25.3801,24.0100,3.8979,1.3701,0.4095
106.0000,27.0259,25.6214,3.9157,1.4044,0.4095
107.0000,24.4166,23.0603,3.7498,1.3563,0.4571
108.0000,30.0776,28.7089,4.1723,1.3687,0.4571
109.0000,26.2010,24.7674,3.7908,1.4336,0.4000
110.0000,26.7243,25.4144,3.9763,1.3099,0.4476
111.0000,25.5628,24.2164,3.8385,1.3464,0.4667
112.0000,28.7193,27.3115,4.1882,1.4078,0.4381
113.0000,25.8540,24.4379,3.8591,1.4161,0.4095
114.0000,26.5807,25.2085,3.9609,1.3722,0.3905
115.0000,24.1797,22.7759,3.6437,1.4039,0.4190
116.0000,25.2031,23.7939,3.7254,1.4092,0.4095
