1.0000,66.6588,65.0062,6.0158,1.6526,0.0857
2.0000,58.5936,56.8102,5.5618,1.7833,0.1238
3.0000,50.6416,48.8498,5.0867,1.7918,0.1619
4.0000,42.6113,40.8062,4.7425,1.8051,0.1238
5.0000,39.1673,37.3224,4.6483,1.8448,0.1714
6.0000,38.4493,36.6048,4.6527,1.8445,0.2476
7.0000,37.3468,35.6043,4.8114,1.7425,0.3048
8.0000,38.3123,36.6373,4.7220,1.6750,0.3333
9.0000,37.3403,35.6770,4.8683,1.6633,0.3333
10.0000,34.3996,32.7983,4.4448,1.6013,0.3905
11.0000,31.4558,29.8774,4.2658,1.5783,0.4000
12.0000,40.3064,38.6978,4.9701,1.6087,0.3619
13.0000,33.8891,32.3664,4.5951,1.5226,0.3333
14.0000,30.7996,29.3509,4.4648,1.4487,0.3810
15.0000,34.0081,32.5070,4.7650,1.5011,0.3810
16.0000,34.1179,32.6068,4.2816,1.5111,0.3810
17.0000,35.5046,33.9024,4.5936,1.6023,0.3238
18.0000,34.5286,33.0227,4.6515,1.5059,0.3905
19.0000,36.0971,34.6302,4.5234,1.4670,0.3619
20.0000,34.7591,33.2050,4.4363,1.5541,0.4095
21.0000,32.4347,30.9447,4.4013,1.4900,0.3429
22.0000,31.1928,29.7114,4.4517,1.4814,0.4000
23.0000,33.2338,31.7109,4.8039,1.5229,0.3238
24.0000,28.1653,26.7920,4.0806,1.3732,0.3905
25.0000,32.7067,31.1800,4.5496,1.5267,0.4095
26.0000,33.6805,32.2695,4.4517,1.4109,0.3524
27.0000,26.7889,25.2249,3.9946,1.5640,0.3810
28.0000,29.9945,28.5189,4.1949,1.4756,0.3810
29.0000,33.8590,32.4182,4.6310,1.4409,0.4000
30.0000,32.8323,31.3052,4.3226,1.5271,0.4000
31.0000,28.0746,26.6192,3.9719,1.4555,0.3905
32.0000,27.6979,26.2339,4.0900,1.4640,0.3810
33.0000,26.9572,25.4932,4.0408,1.4640,0.3905
34.0000,27.5671,26.1483,4.0788,1.4187,0.4095
35.0000,28.1534,26.7244,4.0752,1.4290,0.4571
36.0000,26.4107,25.0195,3.9943,1.3912,0.3905
37.0000,27.1382,25.7089,3.9927,1.4294,0.4286
38.0000,22.4749,21.0683,3.5785,1.4067,0.4000
39.0000,29.2584,27.8167,4.0707,1.4417,0.3905
40.0000,26.1997,24.8434,4.1468,1.3563,0.4381
41.0000,25.8098,24.3876,3.7326,1.4222,0.4476
42.0000,29.6076,28.1714,4.1675,1.4363,0.3810
43.0000,23.3811,21.9073,3.7235,1.4738,0.3905
44.0000,24.7984,23.3189,3.7812,1.4795,0.4095
45.0000,23.0144,21.7267,3.5536,1.2877,0.4762
46.0000,22.7479,21.3691,3.6254,1.3788,0.4381
47.0000,23.2271,21.8236,3.5620,1.4035,0.4095
48.0000,24.0312,22.6338,3.7536,1.3975,0.4476
49.0000,22.8837,21.5531,3.6727,1.3305,0.4381
50.0000,21.5240,20.1073,3.4422,1.4166,0.4286
51.0000,22.0339,20.6576,3.5467,1.3763,0.4381
52.0000,22.2090,20.7569,3.3908,1.4521,0.4190
53.0000,19.8801,18.5605,3.3315,1.3196,0.4381
54.0000,22.2944,20.9626,3.5143,1.3319,0.4286
55.0000,19.8536,18.4908,3.4065,1.3628,0.4571
56.0000,18.4060,17.0799,3.2590,1.3261,0.4476
57.0000,18.8799,17.4762,3.3365,1.4037,0.4381
58.0000,20.4816,19.0989,3.2784,1.3826,0.4286
59.0000,21.1660,19.7967,3.3552,1.3693,0.4476
60.0000,20.1747,18.7575,3.2668,1.4172,0.4286
61.0000,22.7977,21.4109,3.7095,1.3868,0.3810
62.0000,21.4486,20.0997,3.4538,1.3489,0.4286
63.0000,21.6201,20.2728,3.4816,1.3473,0.4381
64.0000,19.2090,17.8874,3.2958,1.3216,0.4476
65.0000,18.1361,16.8552,3.1141,1.2809,0.4762
66.0000,21.3206,19.9640,3.3655,1.3566,0.4286
67.0000,17.4193,16.1083,3.0646,1.3109,0.4476
68.0000,20.2146,18.8311,3.2964,1.3835,0.4286
69.0000,16.4607,15.1272,3.0362,1.3336,0.4286
70.0000,20.0333,18.7396,3.3243,1.2937,0.4190
71.0000,17.7357,16.4195,3.1397,1.3162,0.4381
72.0000,18.4134,17.1706,3.1830,1.2428,0.4667
